article_name,country,revision_id,article_quality,population
Kevin O'Brien (Nunavut politician),Canada,756585996.0,Start,37.2
Samuel Nuqingaq,Canada,756585998.0,Start,37.2
Daniel Shewchuk,Canada,756585999.0,Stub,37.2
Hezakiah Oshutapik,Canada,756586002.0,Stub,37.2
David Chudnovsky (politician),Canada,756587157.0,Start,37.2
Doug Oldford,Canada,756587370.0,Stub,37.2
Kevin Menicoche,Canada,756588884.0,Stub,37.2
Lindsay Blackett,Canada,756588999.0,Start,37.2
Stelman Flynn,Canada,756591021.0,Stub,37.2
Anita Neville,Canada,756764820.0,Start,37.2
Erminie Cohen,Canada,756793754.0,Start,37.2
Monique Richard,Canada,756827167.0,Stub,37.2
Vivian Barbot,Canada,756833298.0,Start,37.2
Walt Secord,Canada,756994842.0,Stub,37.2
Esther Shiner,Canada,757340941.0,B,37.2
Peter Kilabuk,Canada,757841167.0,Stub,37.2
Steve Mantis,Canada,758196830.0,C,37.2
Thomas Malone (politician),Canada,758368304.0,Start,37.2
Pierre Sévigny,Canada,758498194.0,Start,37.2
Vance Badawey,Canada,758814005.0,Start,37.2
Joseph Cohen,Canada,759068429.0,Stub,37.2
Edward Barron Chandler,Canada,759216527.0,Start,37.2
Christin Milloy,Canada,759365933.0,Start,37.2
Gerry Organ,Canada,759441852.0,Stub,37.2
Jobie Nutarak,Canada,760183672.0,Stub,37.2
Cuthbert Grant,Canada,760716476.0,C,37.2
Samuel Leonard Tilley,Canada,760733809.0,C,37.2
Norman Yakeleya,Canada,761104451.0,Stub,37.2
Edward Palmer (Canadian politician),Canada,761604965.0,Start,37.2
André-Gilles Fortin,Canada,761630386.0,Stub,37.2
Stanley G. Grizzle,Canada,761737356.0,Start,37.2
Janine Krieber,Canada,762182031.0,Start,37.2
J. Trevor Morgan,Canada,763591385.0,Start,37.2
Robert B. Dickey,Canada,763667690.0,Start,37.2
Lennox Farrell,Canada,764019224.0,n/a,37.2
Elizabeth Ball,Canada,764121172.0,Start,37.2
Edgar Leduc,Canada,764210531.0,C,37.2
Eric Berntson,Canada,764319651.0,Start,37.2
Alvin Curling,Canada,764712203.0,C,37.2
Charles Nolin,Canada,764751927.0,Stub,37.2
Don Luzzi,Canada,764911059.0,Start,37.2
Moses Appaqaq,Canada,764967572.0,Stub,37.2
Laurier LaPierre,Canada,765860301.0,Start,37.2
Thomas McNabb,Canada,765882998.0,Stub,37.2
Richard Kroft,Canada,766192534.0,Start,37.2
William Cecil Ross,Canada,766256645.0,Start,37.2
John Christian Schultz,Canada,766314013.0,C,37.2
Lawrence Bergman,Canada,766389101.0,Start,37.2
Saul Polo,Canada,766438067.0,Stub,37.2
Marc Tanguay,Canada,766439638.0,Stub,37.2
Henri Bourassa,Canada,766910246.0,C,37.2
Kathryn Cholette,Canada,767393654.0,Stub,37.2
Marie Tifo,Canada,768559614.0,Start,37.2
Scott Reid (Newfoundland and Labrador politician),Canada,768764874.0,Stub,37.2
David Shepherd (Canadian politician),Canada,768786587.0,Stub,37.2
Bob Lagassé,Canada,768810456.0,Stub,37.2
Amanda Lathlin,Canada,768814794.0,Stub,37.2
Frederick Blake Jr.,Canada,768862415.0,Stub,37.2
Alfred Moses (politician),Canada,768863547.0,Stub,37.2
Cory Vanthuyne,Canada,768864228.0,Stub,37.2
Pat Angnakak,Canada,768958236.0,Stub,37.2
Tony Akoak,Canada,768958283.0,Stub,37.2
Joe Enook,Canada,768958879.0,Stub,37.2
David Joanasie,Canada,768959104.0,Stub,37.2
Pauloosie Keyootak,Canada,768959229.0,Start,37.2
George Kuksuk,Canada,768959407.0,Stub,37.2
Johnny Mike,Canada,768960023.0,Stub,37.2
Simeon Mikkungwak,Canada,768960087.0,Stub,37.2
Emilino Qirngnuq,Canada,768961961.0,Stub,37.2
Paul Quassa,Canada,768962064.0,Stub,37.2
Alexander Sammurtok,Canada,768962738.0,Stub,37.2
Tom Sammurtok,Canada,768962880.0,Stub,37.2
Joe Savikataaq,Canada,768963019.0,Stub,37.2
Isaac Shooyook,Canada,768963083.0,Stub,37.2
Robert Laxer,Canada,769536250.0,Start,37.2
Bev Buckway,Canada,769701399.0,Stub,37.2
John A. Carter (Newfoundland politician),Canada,769801452.0,Stub,37.2
Alexis Wawanoloath,Canada,769892952.0,Stub,37.2
John Mercer Johnson,Canada,770180303.0,Start,37.2
George Qulaut,Canada,770539254.0,Stub,37.2
James Chalker,Canada,770622467.0,Start,37.2
Peter Hyndman,Canada,770666386.0,Stub,37.2
Angus McKay (Manitoba politician),Canada,771125401.0,Start,37.2
Burr Plato,Canada,771126667.0,Stub,37.2
John Nuraney,Canada,771816793.0,Start,37.2
Patrick Wong,Canada,771816909.0,Stub,37.2
Greg Fergus,Canada,772074757.0,Start,37.2
Moe Sihota,Canada,772143645.0,C,37.2
Christian Dubé (politician),Canada,773033470.0,Stub,37.2
William Alexander Henry,Canada,773670195.0,Start,37.2
Raymond Guy,Canada,773730196.0,Stub,37.2
Anne Cools,Canada,773794183.0,C,37.2
William Henry Pope (Canadian politician),Canada,773944289.0,Start,37.2
Hugh McFadyen,Canada,774081975.0,B,37.2
Betty Baxter,Canada,774113266.0,Start,37.2
Jeremiah Travis,Canada,774219529.0,Stub,37.2
Sonya Biddle,Canada,774339307.0,C,37.2
Rick Folk,Canada,774554017.0,Start,37.2
Paul Delorey,Canada,775052908.0,Start,37.2
Jackson Lafferty,Canada,775788320.0,Start,37.2
Neil Windsor,Canada,776202179.0,Stub,37.2
Samuel Rothschild,Canada,776216624.0,Start,37.2
Jean-Serge Brisson,Canada,776335254.0,C,37.2
David Wells (politician),Canada,776738317.0,Stub,37.2
Joseph Markin,Canada,776860106.0,C,37.2
Joseph Nolin,Canada,777521501.0,Stub,37.2
Jules Marion,Canada,777758793.0,Stub,37.2
Julie Dabrusin,Canada,777783696.0,Start,37.2
James W. Douglas,Canada,778052470.0,Stub,37.2
Terry Cavanagh (politician),Canada,778444272.0,Start,37.2
Jose Kusugak,Canada,778689553.0,Start,37.2
Jerry Grafstein,Canada,779401546.0,C,37.2
Clyde Brown,Canada,779756954.0,Stub,37.2
Honoré Mercier,Canada,780233998.0,C,37.2
Leonard Marchand,Canada,780292774.0,C,37.2
John Ritchie (merchant),Canada,781221633.0,Stub,37.2
Kenny Blatchford,Canada,781735656.0,Start,37.2
Tyrone Benskin,Canada,781752285.0,C,37.2
Wendy Priesnitz,Canada,781861722.0,Stub,37.2
Tom Shypitka,Canada,782131917.0,Stub,37.2
Alexandre Bourdeau,Canada,782158388.0,Stub,37.2
Yvonne Atwell,Canada,782556135.0,Start,37.2
Gordon H. Fitzgerald,Canada,782557871.0,Start,37.2
Gordon Earle,Canada,782791446.0,Start,37.2
List of 1987 Canadian incumbents,Canada,782868134.0,Start,37.2
List of 1986 Canadian incumbents,Canada,782883488.0,Start,37.2
List of 1981 Canadian incumbents,Canada,782883737.0,Start,37.2
List of 1982 Canadian incumbents,Canada,782884363.0,Start,37.2
List of 1983 Canadian incumbents,Canada,782884424.0,Start,37.2
List of 1984 Canadian incumbents,Canada,782884501.0,Start,37.2
List of 1985 Canadian incumbents,Canada,782884560.0,Start,37.2
Emery Barnes,Canada,783059739.0,Start,37.2
Stephen Gough (politician),Canada,783142138.0,Stub,37.2
3rd Canadian Ministry,Canada,783380619.0,Start,37.2
1st Canadian Ministry,Canada,783380740.0,Start,37.2
2nd Canadian Ministry,Canada,783380794.0,Start,37.2
4th Canadian Ministry,Canada,783380859.0,Start,37.2
5th Canadian Ministry,Canada,783380895.0,Stub,37.2
6th Canadian Ministry,Canada,783380933.0,Stub,37.2
7th Canadian Ministry,Canada,783380988.0,Start,37.2
8th Canadian Ministry,Canada,783381017.0,Start,37.2
9th Canadian Ministry,Canada,783381068.0,Start,37.2
11th Canadian Ministry,Canada,783381234.0,Stub,37.2
12th Canadian Ministry,Canada,783381298.0,Start,37.2
13th Canadian Ministry,Canada,783381341.0,Stub,37.2
15th Canadian Ministry,Canada,783381425.0,Stub,37.2
16th Canadian Ministry,Canada,783381457.0,Start,37.2
17th Canadian Ministry,Canada,783381498.0,Start,37.2
18th Canadian Ministry,Canada,783381525.0,Start,37.2
19th Canadian Ministry,Canada,783381573.0,Start,37.2
22nd Canadian Ministry,Canada,783381714.0,Start,37.2
24th Canadian Ministry,Canada,783381797.0,Stub,37.2
26th Canadian Ministry,Canada,783381925.0,Start,37.2
27th Canadian Ministry,Canada,783381990.0,Start,37.2
28th Canadian Ministry,Canada,783382043.0,C,37.2
10th Canadian Ministry,Canada,783385197.0,Start,37.2
Samuel Street,Canada,783405075.0,Stub,37.2
George Denison (Canadian politician),Canada,783405405.0,Stub,37.2
Joseph Laporte,Canada,783406498.0,Stub,37.2
John McDonald (1787–1860),Canada,783406951.0,Stub,37.2
Henry John Caldwell,Canada,783408259.0,Stub,37.2
Margaret Mary Macdonald,Canada,783423815.0,Stub,37.2
Marilyn Bodogh,Canada,783503058.0,Start,37.2
Louis-Mathias Auger,Canada,783527330.0,Start,37.2
Granville Anderson,Canada,783695617.0,Start,37.2
Susan Leblanc,Canada,783759655.0,Start,37.2
Selim Franklin,Canada,783880928.0,C,37.2
Daniel Christmas,Canada,783918316.0,Stub,37.2
Wanda Thomas Bernard,Canada,783918538.0,Start,37.2
Andrew Archibald Macdonald,Canada,783986759.0,Start,37.2
Maurice Spector,Canada,784066286.0,C,37.2
Louis Riel Sr.,Canada,784120111.0,Start,37.2
Michael Levitt (politician),Canada,784765875.0,Stub,37.2
Mike Feldman,Canada,785044905.0,Start,37.2
Allan Grossman,Canada,785287078.0,Start,37.2
Mayann Francis,Canada,785439079.0,Start,37.2
Robert Bruce (Yukon politician),Canada,785484840.0,Stub,37.2
Dave Keenan,Canada,785484858.0,Stub,37.2
Gerald Morin,Canada,785484913.0,Stub,37.2
John Bruce (Canada),Canada,785485183.0,Stub,37.2
David Chartrand,Canada,785485193.0,Stub,37.2
Frank Whitehead,Canada,785485223.0,Stub,37.2
Frank Arthur Calder,Canada,785485255.0,Start,37.2
Harley Desjarlais,Canada,785485273.0,Stub,37.2
Malcolm Norris,Canada,785485534.0,Start,37.2
Walter Patrick Twinn,Canada,785485557.0,Stub,37.2
Eric Fairclough,Canada,785486306.0,C,37.2
Richard Holden (politician),Canada,785624788.0,Start,37.2
Pierre Curzi,Canada,785749103.0,Start,37.2
Richard Phillips Hotham,Canada,785771333.0,Stub,37.2
Tony Ince,Canada,786033113.0,Start,37.2
John Alan Lee,Canada,786279123.0,C,37.2
Joseph Schubert (politician),Canada,786402183.0,Start,37.2
Joseph Zuken,Canada,786402756.0,Start,37.2
Kalmen Kaplansky,Canada,786430694.0,C,37.2
Robert Kitchen,Canada,786434801.0,Start,37.2
Linda Frum,Canada,786532062.0,C,37.2
Todd Russell,Canada,786614713.0,Start,37.2
Charles Mair,Canada,786959195.0,C,37.2
Joseph Singer,Canada,786991589.0,Start,37.2
Maka Kotto,Canada,787109348.0,Start,37.2
Madame Montour,Canada,787308513.0,GA,37.2
Mrs. King,Canada,787351708.0,Start,37.2
Time and Chance (Kim Campbell),Canada,787357999.0,Stub,37.2
Peter Wong (Canadian politician),Canada,787490092.0,B,37.2
Ford Nation (book),Canada,787519192.0,Stub,37.2
Calvin Ruck,Canada,787883154.0,Start,37.2
Matthew Coon Come,Canada,787956867.0,Start,37.2
Jim Sinclair (politician),Canada,787958081.0,Start,37.2
Samuel William Jacobs,Canada,788058254.0,C,37.2
Simma Holt,Canada,788128207.0,C,37.2
Michael Nadli,Canada,788494381.0,Start,37.2
Mel Watkins,Canada,788712700.0,Start,37.2
Zvi Weinberg,Canada,788771491.0,Stub,37.2
Pierre Bourgault,Canada,789069809.0,Start,37.2
Otto Jelinek,Canada,789205102.0,C,37.2
Paul Vachon,Canada,789335355.0,C,37.2
Peg Norman,Canada,789395840.0,Start,37.2
Francis Cochrane,Canada,789485956.0,Start,37.2
Arthur D. Ganong,Canada,789819390.0,Start,37.2
Rob Clarke,Canada,789993529.0,Start,37.2
Audrey Poitras,Canada,790121036.0,Stub,37.2
Wayne Adams,Canada,790146902.0,Start,37.2
Aurélien Gill,Canada,790164231.0,Start,37.2
Rose Henderson,Canada,790549980.0,Stub,37.2
21st Canadian Ministry,Canada,790716809.0,Start,37.2
List of 1980 Canadian incumbents,Canada,790717599.0,Start,37.2
List of 1979 Canadian incumbents,Canada,790717724.0,Start,37.2
William Pearce Howland,Canada,791001401.0,Start,37.2
Bernard Cleary,Canada,791162976.0,Stub,37.2
Ellis Ross,Canada,791219826.0,Start,37.2
Dwayne Provo,Canada,791246571.0,Stub,37.2
Stephen Kakfwi,Canada,791313003.0,C,37.2
Bill Smith (Alberta politician),Canada,791447432.0,Stub,37.2
25th Canadian Ministry,Canada,791960968.0,Stub,37.2
John Norquay,Canada,791965408.0,B,37.2
James McKay (fur trader),Canada,791967092.0,Start,37.2
Maxime Goulet,Canada,791967189.0,Start,37.2
Dominique Anglade,Canada,792072340.0,Start,37.2
Lise Bacon,Canada,792072413.0,Start,37.2
Stephanie Cadieux,Canada,792072702.0,Start,37.2
Elinor Caplan,Canada,792072753.0,C,37.2
Andrée Champagne,Canada,792072814.0,Start,37.2
Mabel DeWare,Canada,792073051.0,Start,37.2
Sheila Finestone,Canada,792073200.0,Start,37.2
Larry Grossman (politician),Canada,792162965.0,C,37.2
Buckley Belanger,Canada,792540501.0,Start,37.2
Jack White (politician),Canada,792703852.0,Stub,37.2
Donald Oliver,Canada,792703859.0,Start,37.2
Rosemary Brown (politician),Canada,793099357.0,Start,37.2
Carl Goldenberg,Canada,793151253.0,Start,37.2
20th Canadian Ministry,Canada,793256720.0,Start,37.2
Nathan Nurgitz,Canada,793433456.0,Start,37.2
Jonathan McCully,Canada,793459089.0,Start,37.2
Charles Fisher (Canadian politician),Canada,793663465.0,Start,37.2
Charles Harnick,Canada,793674654.0,Start,37.2
Chaviva Hošek,Canada,793784273.0,C,37.2
Daniel Igali,Canada,793785334.0,Start,37.2
Tony Belcourt,Canada,794036436.0,Start,37.2
Blanche Brillon Macdonald,Canada,794066887.0,C,37.2
Christie Mjolsness,Canada,794189926.0,Start,37.2
Glenn McLean,Canada,794356814.0,Stub,37.2
Svend Robinson,Canada,794382149.0,C,37.2
Clément Chartier,Canada,794758453.0,Stub,37.2
Kamala-Jean Gopie,Canada,794990669.0,C,37.2
Victor Oh,Canada,795089783.0,Start,37.2
Jody Mitic,Canada,795119195.0,Start,37.2
Steve Crocker (politician),Canada,795120791.0,Stub,37.2
John Thomas Wolfe,Canada,795178298.0,Start,37.2
Jeff Leiper,Canada,795195775.0,Start,37.2
Shafiq Qaadri,Canada,795350036.0,C,37.2
Rob Davis (politician),Canada,795542891.0,B,37.2
Jack Austin (politician),Canada,795748380.0,Start,37.2
Karen Leibovici,Canada,795748471.0,Start,37.2
Kettly Beauregard,Canada,795748481.0,B,37.2
Mary Richard,Canada,795748579.0,Start,37.2
Ralph Steinhauer,Canada,795748650.0,Start,37.2
Sébastien Dhavernas,Canada,795748738.0,Start,37.2
Jim Morgan (Canadian politician),Canada,795941711.0,Stub,37.2
Chris Szarka,Canada,796025471.0,C,37.2
Daurene Lewis,Canada,796044360.0,Start,37.2
Adams George Archibald,Canada,796089695.0,C,37.2
Jody Wilson-Raybould,Canada,796125280.0,C,37.2
Edward John,Canada,796189919.0,Start,37.2
Minister Faust,Canada,796268918.0,C,37.2
Sandy Annunziata,Canada,796459891.0,Start,37.2
Abraham Albert Heaps,Canada,796887508.0,Start,37.2
Will Morin,Canada,796919522.0,C,37.2
Bruce Hood (ice hockey),Canada,796947531.0,C,37.2
Angelo Persichilli,Canada,796971964.0,Start,37.2
Arlene Perly Rae,Canada,797001168.0,Start,37.2
Arthur Mitchell (Yukon politician),Canada,797004812.0,C,37.2
Barney Danson,Canada,797027806.0,C,37.2
Mike Jakubo (curler),Canada,797072045.0,Stub,37.2
Bob Attersley,Canada,797089442.0,C,37.2
Bob McDonald (politician),Canada,797090959.0,Start,37.2
William Bullock Ives,Canada,797123861.0,Stub,37.2
Catherine Pinhas,Canada,797159542.0,Start,37.2
Chris Lea,Canada,797238959.0,Start,37.2
Christopher Porter,Canada,797246308.0,Start,37.2
Cornelius the First,Canada,797292539.0,Start,37.2
Cy Gonick,Canada,797304346.0,Start,37.2
Dan Hilton,Canada,797311794.0,n/a,37.2
Dave Porter (politician),Canada,797323057.0,Stub,37.2
David Lewis (politician),Canada,797329058.0,FA,37.2
David Orlikow,Canada,797330459.0,C,37.2
David Shiner (politician),Canada,797331769.0,C,37.2
David de Burgh Graham,Canada,797333347.0,C,37.2
Denis Rocan,Canada,797347498.0,Start,37.2
Donald Carrick,Canada,797380019.0,Start,37.2
Marlene Jennings,Canada,797402155.0,Start,37.2
Edward Greenspan,Canada,797415443.0,GA,37.2
Edwin A. Goodman,Canada,797417833.0,Start,37.2
Elijah Harper,Canada,797426664.0,C,37.2
Emil Moeller,Canada,797434963.0,Start,37.2
Eugène Rhéaume,Canada,797452786.0,Start,37.2
Danny Joe,Canada,797505574.0,Stub,37.2
David Stupich,Canada,797506199.0,Start,37.2
Doug Mowat,Canada,797509369.0,Stub,37.2
Ed Picco,Canada,797510935.0,Start,37.2
23rd Canadian Ministry,Canada,797625846.0,Start,37.2
George Hickes (Nunavut politician),Canada,797740604.0,Stub,37.2
29th Canadian Ministry,Canada,797743670.0,Start,37.2
Gilbert Grant,Canada,797754805.0,Stub,37.2
Rocky Jones,Canada,797770312.0,C,37.2
Max Saltsman,Canada,797863007.0,C,37.2
David Birnbaum,Canada,798131587.0,Start,37.2
Honoré Jackson,Canada,798234685.0,Start,37.2
Howard Epstein,Canada,798245817.0,Start,37.2
Hugh Segal,Canada,798251516.0,C,37.2
George Hees,Canada,798263505.0,C,37.2
Dan Goldstick,Canada,798334711.0,C,37.2
J. B. Salsberg,Canada,798339304.0,C,37.2
Jack Marshall (Canadian politician),Canada,798344195.0,Start,37.2
Jack Ramsay (politician),Canada,798344600.0,Start,37.2
James Pasternak,Canada,798358913.0,Start,37.2
Jamey Heath,Canada,798361876.0,Start,37.2
Hunter Tootoo,Canada,798371441.0,C,37.2
Jean D'Amour,Canada,798377541.0,Start,37.2
Jim Silye,Canada,798406590.0,Start,37.2
Joe Oliver (politician),Canada,798417174.0,C,37.2
John Cobb (Manitoba politician),Canada,798425800.0,Stub,37.2
John Turmel,Canada,798443833.0,C,37.2
Johnny Abel,Canada,798446107.0,Stub,37.2
Jonah Schein,Canada,798449309.0,C,37.2
Jonathan Genest-Jourdain,Canada,798449933.0,Start,37.2
Joseph Howe,Canada,798455379.0,C,37.2
Josh Matlow,Canada,798458572.0,C,37.2
Joyce Hayden,Canada,798484154.0,Start,37.2
"Margaret Lally ""Ma"" Murray",Canada,798489930.0,B,37.2
Ken Dillen,Canada,798516495.0,Start,37.2
Larry Smith (Canadian politician),Canada,798593125.0,Start,37.2
Joey Smallwood,Canada,798601275.0,C,37.2
Lawrence O'Brien,Canada,798604158.0,Start,37.2
Leonard Braithwaite,Canada,798620874.0,C,37.2
Carla Qualtrough,Canada,798624424.0,Start,37.2
Lincoln Alexander,Canada,798642074.0,B,37.2
Linda Hepner,Canada,798643327.0,Stub,37.2
Lionel Perez (politician),Canada,798647539.0,C,37.2
List of 2006 Canadian incumbents,Canada,798650774.0,Start,37.2
Olayuk Akesuk,Canada,798737752.0,Stub,37.2
David Oppenheimer,Canada,798758111.0,C,37.2
Dan Ruimy,Canada,798796069.0,Start,37.2
Dan Vandal,Canada,798799828.0,FA,37.2
Maitland Steinkopf,Canada,798871490.0,Start,37.2
Majid Jowhari,Canada,798871705.0,Start,37.2
Manon Perreault,Canada,798881194.0,Start,37.2
Marc-André Blanchard,Canada,798885540.0,Stub,37.2
Margaret Haile,Canada,798889325.0,Start,37.2
Margarett Best,Canada,798890231.0,C,37.2
Mark Warner (Canadian politician),Canada,798903118.0,C,37.2
Marty Dolin,Canada,798912223.0,Start,37.2
Mary Anne Chambers,Canada,798914677.0,Start,37.2
Mary-Woo Sims,Canada,798919482.0,Start,37.2
Alice Parizeau,Canada,798937055.0,Start,37.2
Brit Griffin,Canada,798937308.0,Stub,37.2
Madeleine Ferron,Canada,798938772.0,Start,37.2
14th Canadian Ministry,Canada,798940689.0,Start,37.2
Eleanor Millard,Canada,798940946.0,Start,37.2
Darcie Lanthier,Canada,798952867.0,Stub,37.2
Guy Laforest,Canada,798960213.0,Stub,37.2
Michael Thompson (Canadian politician),Canada,798983293.0,C,37.2
Mike Cardinal,Canada,798995485.0,Start,37.2
Mike Crawley,Canada,798995778.0,Stub,37.2
Milton L. Klein,Canada,799005298.0,Start,37.2
Mira Spivak,Canada,799011520.0,Start,37.2
Morris Gray,Canada,799036149.0,C,37.2
Dave Barrett,Canada,799043135.0,C,37.2
Dave Batters,Canada,799043330.0,Start,37.2
Murray Sinclair,Canada,799053101.0,C,37.2
Myron Wolf Child,Canada,799062853.0,C,37.2
Nancy Ruth,Canada,799077170.0,C,37.2
Penny Collenette,Canada,799116194.0,Stub,37.2
Nazanin Afshin-Jam,Canada,799125348.0,C,37.2
Oscar Lathlin,Canada,799411236.0,Start,37.2
Pascal Breland,Canada,799465078.0,Start,37.2
Percy Paris,Canada,799499229.0,C,37.2
Peter Shurman,Canada,799512567.0,C,37.2
Pierre Bourque (journalist),Canada,799526024.0,Start,37.2
Jacques Demers,Canada,799552243.0,C,37.2
Adamee Komoartok,Canada,799600278.0,Stub,37.2
Greg Power,Canada,799679888.0,Start,37.2
Gary Malkowski,Canada,799705143.0,C,37.2
Jennifer Campeau,Canada,799725974.0,Stub,37.2
John B. Boucher,Canada,799748848.0,Stub,37.2
Frank Mahovlich,Canada,799780899.0,C,37.2
Louis Schmidt,Canada,799797763.0,Stub,37.2
Pierre Delorme,Canada,799846797.0,Start,37.2
Robert Hugh Pickering,Canada,799881590.0,Start,37.2
Ray Novak,Canada,799892094.0,Start,37.2
Reza Moridi,Canada,799929020.0,C,37.2
Richard Nerysoo,Canada,799942318.0,Start,37.2
Rick Laliberte,Canada,799947874.0,Start,37.2
Paul Godfrey,Canada,799963923.0,C,37.2
Roger Teillet,Canada,799990898.0,C,37.2
Russell Doern,Canada,800019168.0,C,37.2
Dan Biocchi,Canada,800020168.0,Start,37.2
Tymofei Koreichuk,Canada,800029158.0,Start,37.2
Salma Ataullahjan,Canada,800056169.0,Start,37.2
Saul Cherniack,Canada,800080920.0,C,37.2
Saulie Zajdel,Canada,800081033.0,C,37.2
Serge Kujawa,Canada,800116795.0,Stub,37.2
Shelly Glover,Canada,800142250.0,Start,37.2
Michael Coteau,Canada,800151703.0,Start,37.2
Sidney Green (politician),Canada,800160770.0,C,37.2
Don Getty,Canada,800266135.0,FA,37.2
Aida McAnn Flemming,Canada,800283381.0,C,37.2
Dona Cadman,Canada,800287023.0,C,37.2
Jack Kavanagh (politician),Canada,800314476.0,Stub,37.2
Mifflin Wistar Gibbs,Canada,800360207.0,C,37.2
Douglas Wilson (activist),Canada,800419860.0,Start,37.2
Doyle Vermette,Canada,800450841.0,Start,37.2
Dean Del Mastro,Canada,800492990.0,B,37.2
Ravi Kahlon,Canada,800568029.0,Start,37.2
John Robarts,Canada,800599813.0,C,37.2
Oliver Mowat,Canada,800599833.0,C,37.2
Brian Bowman (politician),Canada,800608742.0,Start,37.2
Michelle Stilwell,Canada,800618415.0,C,37.2
Stephen Khan,Canada,800694573.0,Stub,37.2
Stuart Parker (politician),Canada,800714107.0,C,37.2
Rod Bruinooge,Canada,800714862.0,C,37.2
Ian Strachan (Newfoundland and Labrador politician),Canada,800767398.0,Stub,37.2
Linda Thom,Canada,800796896.0,Start,37.2
Thomas Steen,Canada,800857103.0,B,37.2
Tom Long (politician),Canada,800996120.0,Start,37.2
Tom Marshall (politician),Canada,800996246.0,C,37.2
Tom Pentefountas,Canada,800996740.0,Start,37.2
Tony Whitford,Canada,801005062.0,Start,37.2
Ulrick Chérubin,Canada,801052215.0,Start,37.2
Kevin Clarke (politician),Canada,801062222.0,C,37.2
Victor Goldbloom,Canada,801107972.0,Start,37.2
Amor De Cosmos,Canada,801119577.0,C,37.2
Vivian Bercovici,Canada,801131548.0,Stub,37.2
Mitzie Hunter,Canada,801137682.0,Start,37.2
Wajid Khan (Canadian politician),Canada,801147129.0,C,37.2
Bob Simpson (Canadian football),Canada,801150692.0,Start,37.2
Monarchism in Canada,Canada,801229953.0,FA,37.2
William Peyton Hubbard,Canada,801262263.0,B,37.2
William Tobias,Canada,801265957.0,Stub,37.2
Howie Meeker,Canada,801311738.0,C,37.2
Yolande James,Canada,801315125.0,C,37.2
Zanana Akande,Canada,801330223.0,GA,37.2
Chrétien: The Will to Win,Canada,801420063.0,Stub,37.2
David Sprague,Canada,801435411.0,Stub,37.2
James Bourque,Canada,801445314.0,Start,37.2
List of the first LGBT holders of political offices in Canada,Canada,801478113.0,B,37.2
